home,away,Referee,time,hw,hd,hl,hscore,hconcede,HY,HR,hw2,hd2,hl2,hscore2,hconcede2,HY2,HR2,aw,ad,al,ascore,aconcede,AH,AR,aw2,ad2,al2,ascore2,aconcede2,AH2,AR2,y
QPR,Tottenham,L Probert,15717.0,2.0,0.0,3.0,4.0,7.0,7.0,0.0,1.0,1.0,3.0,5.0,10.0,6.0,0.0,4.0,1.0,0.0,10.0,2.0,7.0,0.0,3.0,0.0,2.0,12.0,8.0,9.0,1.0,D
Norwich,Newcastle,A Taylor,15717.0,1.0,0.0,4.0,7.0,10.0,8.0,0.0,3.0,0.0,2.0,8.0,7.0,7.0,0.0,1.0,0.0,4.0,9.0,16.0,13.0,0.0,0.0,0.0,5.0,8.0,17.0,8.0,0.0,D
Everton,Swansea,P Dowd,15717.0,3.0,1.0,1.0,8.0,6.0,5.0,1.0,2.0,2.0,1.0,7.0,6.0,7.0,0.0,1.0,3.0,1.0,5.0,5.0,7.0,0.0,3.0,1.0,1.0,6.0,3.0,8.0,0.0,D
Aston Villa,Southampton,M Halsey,15717.0,1.0,1.0,3.0,5.0,18.0,10.0,0.0,1.0,2.0,2.0,1.0,7.0,6.0,0.0,1.0,3.0,1.0,6.0,6.0,4.0,0.0,1.0,2.0,2.0,7.0,8.0,2.0,0.0,A
Fulham,Wigan,M Clattenburg,15717.0,1.0,1.0,3.0,5.0,10.0,9.0,0.0,1.0,1.0,3.0,5.0,10.0,6.0,1.0,1.0,0.0,4.0,5.0,9.0,8.0,0.0,1.0,0.0,4.0,5.0,10.0,12.0,1.0,D
Arsenal,Man City,M Dean,15718.0,4.0,1.0,0.0,16.0,6.0,4.0,0.0,3.0,1.0,1.0,17.0,10.0,5.0,0.0,4.0,0.0,1.0,11.0,5.0,10.0,1.0,3.0,1.0,1.0,9.0,5.0,10.0,1.0,A
Man United,Liverpool,H Webb,15718.0,4.0,1.0,0.0,14.0,5.0,9.0,0.0,5.0,0.0,0.0,13.0,5.0,6.0,0.0,3.0,0.0,2.0,12.0,6.0,4.0,0.0,2.0,1.0,2.0,8.0,7.0,6.0,0.0,H
Chelsea,Southampton,M Oliver,15721.0,4.0,0.0,1.0,15.0,2.0,5.0,0.0,1.0,3.0,1.0,9.0,2.0,5.0,0.0,1.0,3.0,1.0,6.0,6.0,5.0,0.0,2.0,2.0,1.0,8.0,6.0,3.0,0.0,D
West Ham,QPR,H Webb,15724.0,1.0,1.0,3.0,3.0,7.0,11.0,1.0,2.0,1.0,2.0,9.0,8.0,4.0,1.0,1.0,1.0,3.0,2.0,6.0,7.0,0.0,1.0,2.0,2.0,4.0,6.0,8.0,0.0,D
Wigan,Sunderland,A Taylor,15724.0,1.0,1.0,3.0,5.0,8.0,8.0,0.0,1.0,1.0,3.0,5.0,11.0,5.0,0.0,3.0,0.0,2.0,6.0,5.0,6.0,0.0,2.0,0.0,3.0,6.0,9.0,9.0,0.0,A
West Brom,Aston Villa,L Probert,15724.0,2.0,0.0,3.0,7.0,9.0,2.0,0.0,2.0,1.0,2.0,5.0,5.0,4.0,0.0,0.0,1.0,4.0,2.0,18.0,9.0,0.0,1.0,2.0,2.0,6.0,17.0,9.0,0.0,D
Swansea,Stoke,M Dean,15724.0,1.0,4.0,0.0,5.0,4.0,8.0,0.0,1.0,3.0,1.0,9.0,8.0,5.0,0.0,1.0,2.0,2.0,6.0,11.0,12.0,1.0,1.0,3.0,1.0,2.0,4.0,11.0,1.0,H
Newcastle,Reading,A Marriner,15724.0,1.0,1.0,3.0,8.0,13.0,11.0,0.0,2.0,0.0,3.0,7.0,7.0,11.0,0.0,2.0,1.0,2.0,5.0,6.0,9.0,0.0,0.0,0.0,5.0,1.0,9.0,4.0,0.0,A
Man City,Fulham,J Moss,15724.0,4.0,0.0,1.0,10.0,4.0,12.0,2.0,3.0,1.0,1.0,12.0,4.0,10.0,0.0,1.0,2.0,2.0,5.0,9.0,7.0,0.0,1.0,1.0,3.0,3.0,8.0,5.0,0.0,H
Liverpool,Norwich,M Oliver,15724.0,3.0,0.0,2.0,12.0,5.0,7.0,0.0,4.0,0.0,1.0,12.0,3.0,4.0,0.0,0.0,1.0,4.0,5.0,9.0,5.0,0.0,1.0,2.0,2.0,8.0,9.0,6.0,0.0,H
Chelsea,Arsenal,M Atkinson,15725.0,3.0,1.0,1.0,9.0,4.0,6.0,0.0,1.0,3.0,1.0,10.0,3.0,5.0,0.0,3.0,1.0,1.0,14.0,8.0,4.0,1.0,2.0,3.0,0.0,8.0,4.0,3.0,0.0,H
Tottenham,Man United,C Foy,15725.0,3.0,2.0,0.0,9.0,2.0,6.0,0.0,4.0,1.0,0.0,9.0,3.0,6.0,0.0,4.0,1.0,0.0,13.0,5.0,10.0,0.0,3.0,1.0,1.0,12.0,7.0,10.0,0.0,D
Southampton,Everton,N Swarbrick,15726.0,1.0,4.0,0.0,8.0,7.0,5.0,0.0,2.0,2.0,1.0,5.0,3.0,5.0,0.0,3.0,1.0,1.0,7.0,5.0,6.0,1.0,2.0,2.0,1.0,7.0,6.0,5.0,1.0,D
Arsenal,West Ham,A Marriner,15728.0,2.0,1.0,2.0,10.0,8.0,4.0,1.0,3.0,0.0,2.0,14.0,9.0,6.0,1.0,1.0,1.0,3.0,4.0,8.0,9.0,1.0,0.0,1.0,4.0,1.0,8.0,13.0,0.0,H
Sunderland,Swansea,A Marriner,15734.0,3.0,0.0,2.0,8.0,7.0,5.0,0.0,3.0,0.0,2.0,9.0,5.0,5.0,0.0,2.0,3.0,0.0,7.0,4.0,6.0,0.0,2.0,2.0,1.0,4.0,2.0,9.0,0.0,D
Stoke,Wigan,M Jones,15734.0,1.0,1.0,3.0,7.0,14.0,7.0,1.0,2.0,2.0,1.0,9.0,10.0,8.0,1.0,1.0,1.0,3.0,7.0,10.0,10.0,0.0,1.0,1.0,3.0,6.0,8.0,10.0,1.0,D
Aston Villa,Newcastle,M Dean,15734.0,0.0,2.0,3.0,4.0,12.0,12.0,0.0,1.0,1.0,3.0,1.0,8.0,6.0,0.0,0.0,1.0,4.0,8.0,15.0,10.0,0.0,0.0,1.0,4.0,8.0,15.0,7.0,0.0,A
QPR,Man City,P Dowd,15734.0,1.0,2.0,2.0,3.0,6.0,5.0,0.0,1.0,2.0,2.0,4.0,7.0,6.0,0.0,4.0,0.0,1.0,11.0,4.0,11.0,2.0,4.0,0.0,1.0,11.0,5.0,11.0,2.0,D
Arsenal,Liverpool,K Friend,15735.0,2.0,1.0,2.0,14.0,9.0,3.0,1.0,3.0,0.0,2.0,14.0,8.0,5.0,1.0,3.0,0.0,2.0,13.0,5.0,7.0,0.0,2.0,0.0,3.0,9.0,9.0,10.0,0.0,D
Everton,West Brom,M Oliver,15735.0,2.0,2.0,1.0,5.0,4.0,7.0,0.0,2.0,2.0,1.0,6.0,5.0,8.0,0.0,1.0,1.0,3.0,7.0,10.0,4.0,0.0,1.0,0.0,4.0,5.0,11.0,8.0,0.0,H
Fulham,West Ham,C Foy,15735.0,1.0,2.0,2.0,5.0,7.0,7.0,0.0,1.0,2.0,2.0,5.0,8.0,5.0,0.0,1.0,1.0,3.0,4.0,11.0,9.0,0.0,0.0,1.0,4.0,1.0,10.0,12.0,0.0,H
Man United,Southampton,L Mason,15735.0,4.0,1.0,0.0,13.0,5.0,10.0,0.0,5.0,0.0,0.0,12.0,5.0,6.0,0.0,1.0,4.0,0.0,7.0,6.0,7.0,0.0,1.0,3.0,1.0,7.0,7.0,3.0,0.0,H
Norwich,Tottenham,N Swarbrick,15735.0,0.0,1.0,4.0,4.0,12.0,5.0,0.0,2.0,1.0,2.0,7.0,7.0,7.0,0.0,3.0,2.0,0.0,10.0,3.0,5.0,0.0,3.0,1.0,1.0,10.0,3.0,8.0,0.0,D
Reading,Chelsea,M Halsey,15735.0,3.0,1.0,1.0,7.0,6.0,9.0,0.0,2.0,1.0,2.0,9.0,11.0,8.0,0.0,3.0,1.0,1.0,10.0,5.0,7.0,0.0,4.0,0.0,1.0,11.0,5.0,9.0,0.0,D
West Ham,Swansea,L Probert,15738.0,1.0,1.0,3.0,5.0,13.0,5.0,0.0,2.0,1.0,2.0,9.0,8.0,4.0,1.0,2.0,3.0,0.0,7.0,4.0,7.0,0.0,1.0,3.0,1.0,2.0,2.0,11.0,0.0,H
Wigan,Southampton,A Marriner,15738.0,1.0,2.0,2.0,8.0,10.0,8.0,0.0,0.0,1.0,4.0,4.0,12.0,6.0,0.0,1.0,3.0,1.0,5.0,5.0,6.0,0.0,1.0,3.0,1.0,8.0,8.0,4.0,0.0,D
QPR,Norwich,J Moss,15738.0,1.0,3.0,1.0,2.0,4.0,6.0,0.0,1.0,2.0,2.0,3.0,6.0,7.0,0.0,0.0,2.0,3.0,5.0,12.0,8.0,0.0,1.0,1.0,3.0,7.0,13.0,4.0,0.0,D
Reading,Sunderland,L Mason,15738.0,3.0,1.0,1.0,9.0,8.0,8.0,0.0,2.0,2.0,1.0,8.0,9.0,8.0,0.0,2.0,1.0,2.0,7.0,7.0,5.0,0.0,2.0,0.0,3.0,6.0,10.0,8.0,0.0,H
Fulham,Man United,K Friend,15738.0,2.0,1.0,2.0,7.0,7.0,6.0,0.0,2.0,2.0,1.0,8.0,6.0,7.0,0.0,4.0,1.0,0.0,11.0,3.0,9.0,0.0,3.0,2.0,0.0,13.0,7.0,13.0,0.0,A
Everton,Aston Villa,M Jones,15738.0,2.0,2.0,1.0,5.0,4.0,6.0,0.0,3.0,1.0,1.0,7.0,5.0,6.0,0.0,0.0,2.0,3.0,5.0,10.0,16.0,0.0,1.0,3.0,1.0,8.0,14.0,11.0,0.0,D
Arsenal,Stoke,C Foy,15738.0,1.0,2.0,2.0,9.0,8.0,6.0,1.0,3.0,1.0,1.0,16.0,8.0,7.0,1.0,0.0,2.0,3.0,6.0,15.0,5.0,1.0,1.0,2.0,2.0,2.0,6.0,11.0,1.0,H
Newcastle,Chelsea,H Webb,15738.0,1.0,1.0,3.0,7.0,12.0,9.0,0.0,2.0,0.0,3.0,7.0,7.0,12.0,0.0,2.0,2.0,1.0,10.0,6.0,6.0,0.0,4.0,1.0,0.0,12.0,4.0,9.0,0.0,H
Man City,Liverpool,A Taylor,15739.0,4.0,1.0,0.0,11.0,3.0,10.0,2.0,3.0,1.0,1.0,9.0,4.0,11.0,0.0,3.0,1.0,1.0,14.0,4.0,7.0,0.0,2.0,1.0,2.0,10.0,9.0,9.0,0.0,D
West Brom,Tottenham,M Clattenburg,15739.0,0.0,1.0,4.0,6.0,11.0,6.0,0.0,1.0,2.0,2.0,5.0,6.0,7.0,0.0,2.0,3.0,0.0,7.0,4.0,6.0,0.0,2.0,2.0,1.0,8.0,4.0,7.0,0.0,A
Tottenham,Newcastle,P Dowd,15745.0,2.0,3.0,0.0,6.0,3.0,3.0,0.0,3.0,2.0,0.0,7.0,3.0,6.0,0.0,2.0,1.0,2.0,7.0,7.0,10.0,0.0,1.0,1.0,3.0,9.0,14.0,7.0,0.0,H
Sunderland,Arsenal,A Taylor,15745.0,2.0,1.0,2.0,7.0,7.0,7.0,0.0,3.0,1.0,1.0,8.0,2.0,5.0,0.0,2.0,1.0,2.0,9.0,7.0,6.0,1.0,2.0,2.0,1.0,9.0,6.0,4.0,0.0,A
Stoke,Reading,M Oliver,15745.0,0.0,1.0,4.0,3.0,13.0,7.0,0.0,1.0,3.0,1.0,9.0,11.0,7.0,1.0,3.0,1.0,1.0,10.0,9.0,6.0,0.0,1.0,0.0,4.0,3.0,9.0,7.0,0.0,H
Swansea,QPR,N Swarbrick,15745.0,1.0,3.0,1.0,5.0,4.0,7.0,0.0,2.0,2.0,1.0,12.0,9.0,4.0,0.0,1.0,4.0,0.0,2.0,1.0,6.0,0.0,1.0,3.0,1.0,4.0,4.0,7.0,0.0,H
Norwich,Fulham,H Webb,15745.0,0.0,3.0,2.0,2.0,8.0,10.0,0.0,1.0,2.0,2.0,6.0,7.0,11.0,0.0,2.0,1.0,2.0,6.0,6.0,5.0,0.0,1.0,1.0,3.0,3.0,9.0,6.0,0.0,D
Chelsea,Wigan,M Dean,15745.0,2.0,2.0,1.0,12.0,8.0,8.0,0.0,2.0,2.0,1.0,12.0,4.0,7.0,0.0,0.0,3.0,2.0,7.0,12.0,6.0,0.0,1.0,2.0,2.0,8.0,7.0,8.0,0.0,H
Southampton,Man City,M Atkinson,15745.0,1.0,3.0,1.0,6.0,6.0,6.0,0.0,1.0,3.0,1.0,3.0,3.0,5.0,0.0,3.0,2.0,0.0,9.0,2.0,11.0,1.0,3.0,1.0,1.0,9.0,5.0,12.0,2.0,H
Aston Villa,West Ham,M Clattenburg,15746.0,0.0,3.0,2.0,8.0,10.0,17.0,0.0,0.0,1.0,4.0,1.0,10.0,10.0,0.0,1.0,1.0,3.0,4.0,12.0,6.0,0.0,0.0,1.0,4.0,2.0,12.0,11.0,0.0,H
Man United,Everton,M Halsey,15746.0,4.0,1.0,0.0,10.0,3.0,9.0,0.0,5.0,0.0,0.0,13.0,6.0,7.0,0.0,2.0,3.0,0.0,7.0,5.0,5.0,0.0,2.0,3.0,0.0,6.0,4.0,4.0,1.0,H
Liverpool,West Brom,J Moss,15747.0,2.0,2.0,1.0,13.0,6.0,10.0,0.0,4.0,0.0,1.0,14.0,3.0,5.0,0.0,0.0,1.0,4.0,6.0,10.0,7.0,1.0,1.0,0.0,4.0,5.0,10.0,6.0,0.0,A
Liverpool,Swansea,H Webb,15753.0,1.0,2.0,2.0,10.0,8.0,11.0,0.0,3.0,0.0,2.0,13.0,5.0,4.0,0.0,2.0,2.0,1.0,7.0,3.0,8.0,0.0,1.0,3.0,1.0,2.0,2.0,9.0,0.0,H
Arsenal,Aston Villa,M Atkinson,15759.0,3.0,1.0,1.0,10.0,5.0,6.0,1.0,3.0,1.0,1.0,15.0,8.0,5.0,1.0,1.0,2.0,2.0,8.0,9.0,16.0,0.0,1.0,3.0,1.0,10.0,16.0,13.0,0.0,H
Fulham,Stoke,L Probert,15759.0,1.0,2.0,2.0,4.0,5.0,7.0,0.0,1.0,2.0,2.0,6.0,6.0,8.0,0.0,1.0,1.0,3.0,5.0,11.0,7.0,0.0,0.0,2.0,3.0,1.0,7.0,11.0,1.0,H
Norwich,Everton,L Mason,15759.0,0.0,4.0,1.0,1.0,6.0,12.0,0.0,0.0,3.0,2.0,4.0,6.0,10.0,0.0,1.0,3.0,1.0,5.0,6.0,5.0,0.0,2.0,2.0,1.0,5.0,5.0,5.0,1.0,H
QPR,Man United,A Taylor,15759.0,0.0,4.0,1.0,2.0,5.0,8.0,0.0,0.0,3.0,2.0,1.0,5.0,8.0,0.0,4.0,1.0,0.0,8.0,3.0,8.0,0.0,3.0,2.0,0.0,10.0,4.0,13.0,0.0,A
Reading,Wigan,P Dowd,15759.0,3.0,1.0,1.0,10.0,8.0,6.0,0.0,3.0,2.0,0.0,8.0,5.0,8.0,0.0,0.0,3.0,2.0,8.0,12.0,7.0,0.0,1.0,2.0,2.0,8.0,9.0,9.0,0.0,A
West Brom,Sunderland,R East,15759.0,1.0,1.0,3.0,7.0,8.0,11.0,1.0,1.0,2.0,2.0,5.0,6.0,8.0,1.0,2.0,1.0,2.0,7.0,5.0,9.0,0.0,2.0,0.0,3.0,6.0,10.0,9.0,0.0,H
Newcastle,Southampton,C Foy,15760.0,2.0,1.0,2.0,7.0,7.0,9.0,0.0,2.0,0.0,3.0,7.0,9.0,13.0,0.0,1.0,3.0,1.0,8.0,7.0,6.0,0.0,1.0,3.0,1.0,9.0,9.0,6.0,0.0,H
Man City,Chelsea,A Marriner,15760.0,2.0,2.0,1.0,7.0,5.0,11.0,1.0,3.0,1.0,1.0,10.0,5.0,11.0,0.0,2.0,2.0,1.0,12.0,9.0,9.0,0.0,3.0,1.0,1.0,11.0,6.0,9.0,0.0,H
West Ham,Tottenham,H Webb,15761.0,1.0,1.0,3.0,5.0,11.0,5.0,0.0,2.0,1.0,2.0,7.0,7.0,4.0,1.0,2.0,3.0,0.0,5.0,3.0,3.0,0.0,3.0,2.0,0.0,8.0,2.0,5.0,0.0,A
Chelsea,West Brom,K Friend,15766.0,2.0,1.0,2.0,10.0,9.0,9.0,0.0,3.0,1.0,1.0,16.0,5.0,5.0,0.0,2.0,1.0,2.0,7.0,6.0,12.0,1.0,2.0,0.0,3.0,7.0,8.0,7.0,0.0,H
Everton,Reading,A Taylor,15766.0,1.0,2.0,2.0,6.0,8.0,5.0,0.0,2.0,2.0,1.0,8.0,7.0,5.0,0.0,2.0,1.0,2.0,7.0,9.0,6.0,1.0,1.0,0.0,4.0,4.0,10.0,7.0,0.0,H
Man United,Norwich,N Swarbrick,15766.0,4.0,1.0,0.0,8.0,2.0,7.0,0.0,5.0,0.0,0.0,12.0,5.0,7.0,0.0,1.0,3.0,1.0,3.0,7.0,13.0,0.0,1.0,1.0,3.0,6.0,12.0,8.0,0.0,H
Southampton,QPR,H Webb,15766.0,1.0,2.0,2.0,8.0,9.0,10.0,0.0,2.0,2.0,1.0,5.0,3.0,5.0,0.0,0.0,3.0,2.0,2.0,7.0,7.0,0.0,1.0,2.0,2.0,5.0,8.0,7.0,0.0,A
Stoke,West Ham,J Moss,15766.0,1.0,1.0,3.0,5.0,8.0,9.0,0.0,2.0,2.0,1.0,10.0,11.0,8.0,1.0,1.0,0.0,4.0,6.0,13.0,8.0,0.0,0.0,0.0,5.0,3.0,14.0,10.0,0.0,A
Sunderland,Fulham,M Halsey,15766.0,1.0,1.0,3.0,5.0,7.0,10.0,0.0,2.0,1.0,2.0,5.0,3.0,6.0,0.0,2.0,1.0,2.0,4.0,4.0,8.0,0.0,1.0,1.0,3.0,3.0,9.0,8.0,0.0,D
Swansea,Newcastle,C Pawson,15766.0,2.0,1.0,2.0,7.0,8.0,5.0,0.0,2.0,2.0,1.0,13.0,9.0,5.0,0.0,3.0,0.0,2.0,11.0,9.0,8.0,0.0,1.0,1.0,3.0,9.0,14.0,9.0,0.0,H
Wigan,Liverpool,M Atkinson,15766.0,1.0,2.0,2.0,10.0,11.0,7.0,0.0,0.0,2.0,3.0,6.0,12.0,5.0,0.0,2.0,2.0,1.0,14.0,6.0,7.0,0.0,1.0,2.0,2.0,9.0,9.0,11.0,0.0,A
Tottenham,Arsenal,M Clattenburg,15767.0,3.0,2.0,0.0,8.0,5.0,3.0,0.0,3.0,2.0,0.0,7.0,3.0,5.0,0.0,4.0,1.0,0.0,11.0,4.0,6.0,1.0,3.0,1.0,1.0,9.0,5.0,5.0,1.0,H
Aston Villa,Man City,M Dean,15768.0,1.0,2.0,2.0,9.0,10.0,17.0,0.0,1.0,0.0,4.0,3.0,11.0,13.0,0.0,2.0,2.0,1.0,7.0,5.0,10.0,0.0,2.0,1.0,2.0,7.0,7.0,12.0,2.0,A
Norwich,Southampton,M Clattenburg,15773.0,1.0,3.0,1.0,3.0,6.0,16.0,0.0,1.0,3.0,1.0,6.0,6.0,10.0,0.0,1.0,1.0,3.0,9.0,11.0,9.0,0.0,1.0,2.0,2.0,8.0,10.0,8.0,0.0,D
QPR,Sunderland,M Jones,15773.0,1.0,2.0,2.0,3.0,7.0,10.0,0.0,0.0,3.0,2.0,0.0,5.0,7.0,0.0,0.0,2.0,3.0,4.0,7.0,9.0,0.0,2.0,0.0,3.0,6.0,9.0,10.0,0.0,H
Reading,Aston Villa,J Moss,15773.0,1.0,1.0,3.0,6.0,11.0,4.0,1.0,3.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,3.0,7.0,9.0,16.0,0.0,0.0,3.0,2.0,8.0,17.0,13.0,0.0,A
West Brom,Swansea,L Mason,15773.0,2.0,0.0,3.0,5.0,5.0,11.0,1.0,2.0,1.0,2.0,7.0,7.0,7.0,1.0,2.0,1.0,2.0,5.0,7.0,5.0,0.0,1.0,2.0,2.0,2.0,7.0,9.0,0.0,H
Liverpool,Tottenham,M Oliver,15774.0,2.0,2.0,1.0,13.0,6.0,8.0,0.0,4.0,0.0,1.0,17.0,2.0,3.0,0.0,4.0,1.0,0.0,9.0,5.0,5.0,0.0,3.0,2.0,0.0,7.0,4.0,6.0,0.0,H
Newcastle,Stoke,A Marriner,15774.0,3.0,0.0,2.0,10.0,8.0,8.0,0.0,3.0,0.0,2.0,10.0,8.0,10.0,0.0,1.0,1.0,3.0,4.0,6.0,10.0,0.0,0.0,1.0,4.0,1.0,8.0,13.0,0.0,H
Swansea,Arsenal,J Moss,15780.0,2.0,0.0,3.0,6.0,9.0,4.0,0.0,3.0,2.0,0.0,11.0,5.0,3.0,0.0,3.0,1.0,1.0,7.0,5.0,7.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,1.0,A
Southampton,Liverpool,P Dowd,15780.0,1.0,2.0,2.0,8.0,9.0,11.0,0.0,1.0,2.0,2.0,5.0,5.0,6.0,0.0,3.0,1.0,1.0,14.0,6.0,8.0,0.0,2.0,2.0,1.0,12.0,6.0,12.0,0.0,H
Stoke,West Brom,M Dean,15780.0,1.0,0.0,4.0,3.0,6.0,10.0,0.0,1.0,2.0,2.0,7.0,11.0,6.0,1.0,3.0,0.0,2.0,6.0,4.0,10.0,1.0,1.0,0.0,4.0,5.0,8.0,9.0,0.0,D
Everton,Man City,L Probert,15780.0,2.0,1.0,2.0,9.0,9.0,5.0,0.0,2.0,2.0,1.0,9.0,7.0,5.0,0.0,2.0,2.0,1.0,6.0,5.0,9.0,0.0,3.0,1.0,1.0,8.0,6.0,9.0,2.0,H
Aston Villa,QPR,K Friend,15780.0,2.0,1.0,2.0,8.0,8.0,14.0,0.0,1.0,0.0,4.0,3.0,8.0,14.0,0.0,2.0,1.0,2.0,6.0,8.0,8.0,0.0,2.0,1.0,2.0,5.0,7.0,9.0,0.0,H
Man United,Reading,L Mason,15780.0,5.0,0.0,0.0,11.0,1.0,3.0,0.0,5.0,0.0,0.0,12.0,2.0,4.0,0.0,1.0,0.0,4.0,5.0,11.0,5.0,1.0,1.0,0.0,4.0,5.0,10.0,7.0,0.0,H
Chelsea,West Ham,M Oliver,15781.0,2.0,1.0,2.0,9.0,8.0,8.0,0.0,3.0,1.0,1.0,9.0,5.0,6.0,0.0,2.0,0.0,3.0,6.0,8.0,9.0,0.0,1.0,0.0,4.0,4.0,13.0,8.0,0.0,H
Sunderland,Norwich,C Foy,15781.0,0.0,1.0,4.0,5.0,10.0,10.0,0.0,1.0,2.0,2.0,6.0,5.0,6.0,0.0,1.0,3.0,1.0,2.0,5.0,14.0,0.0,0.0,1.0,4.0,2.0,13.0,11.0,0.0,D
Tottenham,Fulham,M Jones,15781.0,4.0,0.0,1.0,10.0,7.0,5.0,0.0,3.0,2.0,0.0,8.0,4.0,6.0,0.0,2.0,2.0,1.0,6.0,4.0,9.0,0.0,1.0,2.0,2.0,4.0,9.0,9.0,0.0,A
Wigan,Newcastle,M Halsey,15781.0,1.0,2.0,2.0,8.0,12.0,6.0,0.0,0.0,1.0,4.0,4.0,14.0,7.0,0.0,3.0,0.0,2.0,10.0,8.0,7.0,0.0,1.0,1.0,3.0,6.0,11.0,8.0,0.0,H
Wigan,Norwich,H Webb,15794.0,2.0,1.0,2.0,8.0,11.0,6.0,0.0,1.0,1.0,3.0,6.0,14.0,7.0,0.0,1.0,3.0,1.0,3.0,6.0,12.0,1.0,0.0,2.0,3.0,2.0,12.0,13.0,1.0,H
West Ham,West Brom,A Marriner,15794.0,2.0,0.0,3.0,5.0,7.0,11.0,0.0,2.0,1.0,2.0,7.0,7.0,7.0,1.0,3.0,1.0,1.0,6.0,3.0,11.0,0.0,1.0,1.0,3.0,5.0,6.0,11.0,0.0,H
Swansea,Tottenham,A Taylor,15794.0,2.0,0.0,3.0,6.0,10.0,4.0,0.0,3.0,1.0,1.0,10.0,6.0,2.0,0.0,3.0,0.0,2.0,9.0,8.0,6.0,0.0,2.0,2.0,1.0,7.0,6.0,4.0,0.0,A
Sunderland,Man United,K Friend,15794.0,0.0,2.0,3.0,5.0,9.0,8.0,0.0,1.0,3.0,1.0,6.0,4.0,6.0,0.0,5.0,0.0,0.0,10.0,0.0,1.0,0.0,3.0,2.0,0.0,9.0,2.0,10.0,0.0,A
Man City,Newcastle,N Swarbrick,15794.0,2.0,1.0,2.0,6.0,7.0,10.0,0.0,4.0,1.0,0.0,10.0,2.0,10.0,0.0,2.0,0.0,3.0,8.0,8.0,6.0,0.0,1.0,1.0,3.0,4.0,6.0,8.0,0.0,H
Everton,Stoke,M Jones,15794.0,2.0,1.0,2.0,9.0,8.0,9.0,1.0,3.0,2.0,0.0,10.0,5.0,7.0,1.0,1.0,1.0,3.0,3.0,5.0,9.0,0.0,0.0,0.0,5.0,2.0,10.0,9.0,0.0,H
Arsenal,Reading,C Foy,15794.0,4.0,0.0,1.0,7.0,3.0,5.0,1.0,3.0,1.0,1.0,10.0,6.0,6.0,1.0,0.0,0.0,5.0,3.0,11.0,6.0,1.0,1.0,0.0,4.0,5.0,10.0,6.0,0.0,H
Southampton,Chelsea,J Moss,15794.0,2.0,1.0,2.0,9.0,8.0,9.0,0.0,2.0,2.0,1.0,8.0,5.0,6.0,0.0,3.0,0.0,2.0,9.0,6.0,6.0,0.0,2.0,1.0,2.0,10.0,8.0,9.0,0.0,H
Aston Villa,Liverpool,L Mason,15795.0,3.0,0.0,2.0,8.0,7.0,13.0,0.0,2.0,0.0,3.0,6.0,7.0,14.0,0.0,3.0,0.0,2.0,13.0,7.0,5.0,0.0,1.0,2.0,2.0,10.0,9.0,12.0,0.0,A
Fulham,QPR,L Probert,15796.0,2.0,2.0,1.0,4.0,3.0,8.0,0.0,2.0,1.0,2.0,6.0,5.0,6.0,0.0,2.0,0.0,3.0,8.0,11.0,8.0,0.0,2.0,1.0,2.0,7.0,9.0,9.0,0.0,H
Norwich,Swansea,M Oliver,15801.0,1.0,2.0,2.0,3.0,7.0,12.0,1.0,1.0,4.0,0.0,3.0,2.0,9.0,0.0,1.0,0.0,4.0,3.0,11.0,5.0,0.0,0.0,2.0,3.0,1.0,8.0,9.0,0.0,D
Reading,Southampton,M Jones,15801.0,0.0,0.0,5.0,3.0,13.0,7.0,1.0,2.0,1.0,2.0,8.0,10.0,6.0,1.0,2.0,1.0,2.0,8.0,8.0,10.0,0.0,0.0,3.0,2.0,7.0,10.0,10.0,0.0,A
Stoke,Aston Villa,M Clattenburg,15801.0,0.0,1.0,4.0,1.0,5.0,10.0,0.0,1.0,2.0,2.0,4.0,8.0,7.0,0.0,2.0,0.0,3.0,7.0,8.0,11.0,0.0,1.0,3.0,1.0,10.0,10.0,16.0,0.0,A
West Brom,Arsenal,H Webb,15801.0,2.0,1.0,2.0,5.0,6.0,8.0,1.0,2.0,1.0,2.0,7.0,7.0,7.0,1.0,4.0,0.0,1.0,10.0,4.0,5.0,1.0,2.0,1.0,2.0,6.0,5.0,5.0,1.0,A
Tottenham,Everton,A Marriner,15802.0,3.0,0.0,2.0,9.0,8.0,10.0,0.0,3.0,1.0,1.0,8.0,5.0,5.0,0.0,3.0,0.0,2.0,7.0,5.0,9.0,1.0,2.0,1.0,2.0,5.0,6.0,6.0,1.0,D
QPR,Wigan,P Dowd,15802.0,2.0,0.0,3.0,9.0,10.0,6.0,0.0,1.0,3.0,1.0,3.0,3.0,5.0,0.0,3.0,0.0,2.0,7.0,9.0,7.0,0.0,2.0,2.0,1.0,10.0,7.0,7.0,0.0,D
Newcastle,Fulham,K Friend,15802.0,2.0,0.0,3.0,7.0,10.0,6.0,0.0,3.0,0.0,2.0,11.0,9.0,8.0,0.0,3.0,2.0,0.0,7.0,4.0,9.0,1.0,2.0,2.0,1.0,5.0,5.0,8.0,0.0,H
