home,away,Referee,time,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,H_Enemy_Acc,A_Enemy_Acc,HRestDay,ARestDay,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_poss_Acc,A_poss_Acc,H_atk_3rd_Acc,A_atk_3rd_Acc,H_atk_3rd_tot_Acc,A_atk_3rd_tot_Acc,H_red_goal_Acc,A_red_goal_Acc,H_red_on_Acc,A_red_on_Acc,H_red_tot_Acc,A_red_tot_Acc,H_chance_goal_Acc,A_chance_goal_Acc,H_chance_tot_Acc,A_chance_tot_Acc,H_successful_tackle_Acc,A_successful_tackle_Acc,H_tackle_tot_Acc,A_tackle_tot_Acc,H_successful_clearance_Acc,A_successful_clearance_Acc,H_clearance_tot_Acc,A_clearance_tot_Acc,H_interceptions_Acc,A_interceptions_Acc,H_blocks_Acc,A_blocks_Acc,H_atk_3rd_Acc/H_atk_3rd_tot_Acc,H_red_goal_Acc/H_red_tot_Acc,H_red_on_Acc/H_red_tot_Acc,H_chance_goal_Acc/H_chance_tot_Acc,H_successful_tackle_Acc/H_tackle_tot_Acc,H_successful_clearance_Acc/H_clearance_tot_Acc,A_atk_3rd_Acc/A_atk_3rd_tot_Acc,A_red_goal_Acc/A_red_tot_Acc,A_red_on_Acc/A_red_tot_Acc,A_chance_goal_Acc/A_chance_tot_Acc,A_successful_tackle_Acc/A_tackle_tot_Acc,A_successful_clearance_Acc/A_clearance_tot_Acc,y
Reading,West Ham,M Oliver,15703.0,-14.0,0.46153846153846156,0.0,1.0,4.0,-8.0,1.0,1.0,3.0,-1.0,-16.059721864032795,128.0,153.0,3.0,7.0,34.0,50.0,15.0,29.0,173.2,197.10000000000008,234.0,370.0,456.0,644.0,2.0,4.0,5.0,9.0,27.0,40.0,2.0,2.0,28.0,38.0,84.0,93.0,117.0,119.0,79.0,98.0,169.0,217.0,65.0,63.0,23.0,22.0,0.5131578947368421,0.07407407407407407,0.18518518518518517,0.07142857142857142,0.717948717948718,0.46745562130177515,0.5745341614906833,0.1,0.225,0.05263157894736842,0.7815126050420168,0.45161290322580644,H
Everton,Chelsea,H Webb,15704.0,-3.0,0.9210526315789473,3.0,2.0,0.0,3.0,3.0,1.0,1.0,9.0,3.7385748589128127,139.0,115.0,4.0,4.0,66.0,88.0,38.0,56.0,251.3,292.2999999999999,517.0,648.0,764.0,886.0,6.0,10.0,6.0,11.0,41.0,41.0,4.0,8.0,48.0,59.0,95.0,86.0,115.0,114.0,67.0,87.0,169.0,156.0,70.0,58.0,17.0,19.0,0.6767015706806283,0.14634146341463414,0.14634146341463414,0.08333333333333333,0.8260869565217391,0.39644970414201186,0.7313769751693002,0.24390243902439024,0.2682926829268293,0.13559322033898305,0.7543859649122807,0.5576923076923077,A
QPR,Liverpool,A Taylor,15704.0,-15.0,0.4444444444444444,1.0,2.0,2.0,-1.0,3.0,0.0,2.0,2.0,-10.155976487280839,114.0,114.0,4.0,3.0,67.0,100.0,37.0,54.0,233.9000000000002,315.4000000000001,360.0,677.0,559.0,901.0,4.0,9.0,7.0,15.0,38.0,68.0,5.0,8.0,48.0,87.0,100.0,97.0,138.0,124.0,114.0,75.0,221.0,135.0,81.0,55.0,13.0,9.0,0.6440071556350626,0.10526315789473684,0.18421052631578946,0.10416666666666667,0.7246376811594203,0.5158371040723982,0.7513873473917869,0.1323529411764706,0.22058823529411764,0.09195402298850575,0.782258064516129,0.5555555555555556,A
Southampton,Arsenal,L Probert,15706.0,-16.0,0.5428571428571428,1.0,2.0,2.0,-1.0,4.0,0.0,1.0,8.0,-21.753550502620783,107.0,109.0,3.0,2.0,54.0,77.0,30.0,52.0,253.2999999999999,272.40000000000003,416.0,641.0,679.0,851.0,4.0,14.0,4.0,13.0,27.0,56.0,2.0,11.0,43.0,62.0,104.0,94.0,130.0,135.0,126.0,54.0,217.0,107.0,106.0,63.0,10.0,15.0,0.6126656848306333,0.14814814814814814,0.14814814814814814,0.046511627906976744,0.8,0.5806451612903226,0.7532314923619271,0.25,0.23214285714285715,0.1774193548387097,0.6962962962962963,0.5046728971962616,D
Wigan,Man United,A Marriner,15706.0,-31.0,0.38,1.0,1.0,3.0,0.0,4.0,1.0,0.0,6.0,-41.059872760570926,118.0,140.0,3.0,3.0,58.0,75.0,32.0,49.0,265.70000000000005,283.7000000000002,350.0,577.0,503.0,783.0,6.0,9.0,8.0,14.0,30.0,59.0,5.0,8.0,50.0,59.0,102.0,84.0,145.0,121.0,66.0,104.0,128.0,199.0,108.0,65.0,19.0,21.0,0.6958250497017893,0.2,0.26666666666666666,0.1,0.7034482758620689,0.515625,0.7369093231162197,0.15254237288135594,0.23728813559322035,0.13559322033898305,0.6942148760330579,0.5226130653266332,A
West Ham,Norwich,M Clattenburg,15706.0,-1.0,0.9615384615384616,1.0,1.0,3.0,-1.0,2.0,0.0,3.0,-1.0,-7.1038902898541,127.0,152.0,3.0,3.0,52.0,57.0,29.0,34.0,229.40000000000006,214.70000000000007,420.0,399.0,712.0,633.0,4.0,7.0,10.0,8.0,41.0,34.0,2.0,6.0,41.0,37.0,102.0,93.0,126.0,137.0,95.0,76.0,207.0,137.0,64.0,81.0,16.0,23.0,0.5898876404494382,0.0975609756097561,0.24390243902439024,0.04878048780487805,0.8095238095238095,0.45893719806763283,0.6303317535545023,0.20588235294117646,0.23529411764705882,0.16216216216216217,0.6788321167883211,0.5547445255474452,H
Swansea,Aston Villa,M Halsey,15706.0,10.0,1.5263157894736843,1.0,2.0,2.0,-1.0,1.0,1.0,3.0,-13.0,10.443705428733892,132.0,134.0,3.0,3.0,59.0,40.0,33.0,20.0,269.80000000000024,214.40000000000032,438.0,345.0,597.0,568.0,5.0,2.0,11.0,3.0,31.0,22.0,3.0,2.0,39.0,33.0,76.0,97.0,96.0,141.0,106.0,102.0,222.0,227.0,78.0,87.0,29.0,25.0,0.7336683417085427,0.16129032258064516,0.3548387096774194,0.07692307692307693,0.7916666666666666,0.4774774774774775,0.6073943661971831,0.09090909090909091,0.13636363636363635,0.06060606060606061,0.6879432624113475,0.44933920704845814,D
Tottenham,Reading,H Webb,15706.0,23.0,2.642857142857143,3.0,1.0,1.0,5.0,1.0,1.0,3.0,-6.0,23.255748121187786,125.0,136.0,3.0,3.0,91.0,31.0,66.0,15.0,277.8999999999999,172.09999999999997,523.0,245.0,703.0,460.0,6.0,3.0,13.0,3.0,45.0,23.0,4.0,2.0,81.0,25.0,97.0,87.0,125.0,120.0,109.0,92.0,207.0,182.0,97.0,63.0,11.0,21.0,0.7439544807965861,0.13333333333333333,0.28888888888888886,0.04938271604938271,0.776,0.5265700483091788,0.532608695652174,0.13043478260869565,0.13043478260869565,0.08,0.725,0.5054945054945055,H
West Brom,Fulham,M Dean,15706.0,12.0,1.5454545454545454,2.0,1.0,2.0,-2.0,1.0,1.0,3.0,-5.0,18.864881349365916,139.0,102.0,3.0,3.0,63.0,61.0,35.0,31.0,238.09999999999985,254.8,347.0,428.0,556.0,650.0,2.0,4.0,7.0,4.0,28.0,31.0,2.0,3.0,48.0,45.0,89.0,85.0,123.0,124.0,96.0,67.0,188.0,150.0,49.0,92.0,20.0,18.0,0.6241007194244604,0.07142857142857142,0.25,0.041666666666666664,0.7235772357723578,0.5106382978723404,0.6584615384615384,0.12903225806451613,0.12903225806451613,0.06666666666666667,0.6854838709677419,0.44666666666666666,A
Man City,Stoke,M Oliver,15706.0,13.0,1.4333333333333333,3.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,2.541131515040373,121.0,126.0,3.0,3.0,81.0,36.0,52.0,24.0,296.4000000000001,221.70000000000007,793.0,369.0,977.0,647.0,9.0,6.0,18.0,6.0,65.0,28.0,8.0,5.0,79.0,31.0,83.0,91.0,104.0,123.0,89.0,98.0,177.0,174.0,59.0,75.0,11.0,28.0,0.8116683725690891,0.13846153846153847,0.27692307692307694,0.10126582278481013,0.7980769230769231,0.5028248587570622,0.5703245749613601,0.21428571428571427,0.21428571428571427,0.16129032258064516,0.7398373983739838,0.5632183908045977,H
Chelsea,QPR,L Mason,15707.0,29.0,3.6363636363636362,4.0,0.0,1.0,10.0,1.0,1.0,3.0,-4.0,30.703460239450955,126.0,121.0,3.0,2.0,86.0,64.0,53.0,32.0,284.6,212.90000000000015,587.0,304.0,820.0,486.0,12.0,3.0,12.0,4.0,45.0,31.0,9.0,4.0,60.0,45.0,88.0,107.0,115.0,154.0,114.0,115.0,198.0,212.0,55.0,93.0,17.0,18.0,0.7158536585365853,0.26666666666666666,0.26666666666666666,0.15,0.7652173913043478,0.5757575757575758,0.6255144032921811,0.0967741935483871,0.12903225806451613,0.08888888888888889,0.6948051948051948,0.5424528301886793,A
Liverpool,Sunderland,P Dowd,15707.0,6.0,1.2608695652173914,3.0,0.0,2.0,4.0,3.0,0.0,2.0,2.0,-1.194168638379157,107.0,151.0,2.0,4.0,92.0,60.0,54.0,39.0,318.00000000000017,207.89999999999992,689.0,324.0,919.0,563.0,11.0,6.0,11.0,10.0,65.0,37.0,9.0,5.0,81.0,43.0,104.0,104.0,130.0,148.0,70.0,85.0,125.0,186.0,59.0,82.0,8.0,25.0,0.749727965179543,0.16923076923076924,0.16923076923076924,0.1111111111111111,0.8,0.56,0.5754884547069272,0.16216216216216217,0.2702702702702703,0.11627906976744186,0.7027027027027027,0.45698924731182794,H
Newcastle,Everton,M Atkinson,15707.0,-13.0,0.6176470588235294,1.0,0.0,4.0,-7.0,3.0,1.0,1.0,2.0,-24.93652170673422,149.0,138.0,3.0,3.0,81.0,70.0,48.0,39.0,262.1000000000001,258.5,391.0,534.0,632.0,795.0,6.0,6.0,5.0,8.0,36.0,47.0,6.0,4.0,61.0,51.0,88.0,97.0,128.0,121.0,84.0,75.0,173.0,170.0,66.0,76.0,10.0,22.0,0.6186708860759493,0.16666666666666666,0.1388888888888889,0.09836065573770492,0.6875,0.48554913294797686,0.6716981132075471,0.1276595744680851,0.1702127659574468,0.0784313725490196,0.8016528925619835,0.4411764705882353,A
Norwich,Newcastle,A Taylor,15717.0,8.0,1.4444444444444444,1.0,0.0,4.0,-3.0,1.0,0.0,4.0,-7.0,5.076610801621847,148.0,160.0,7.0,7.0,56.0,75.0,29.0,46.0,231.00000000000009,257.9000000000001,393.0,358.0,644.0,592.0,5.0,7.0,5.0,8.0,29.0,37.0,4.0,6.0,36.0,56.0,89.0,92.0,133.0,132.0,92.0,91.0,153.0,178.0,81.0,57.0,26.0,14.0,0.610248447204969,0.1724137931034483,0.1724137931034483,0.1111111111111111,0.6691729323308271,0.6013071895424836,0.6047297297297297,0.1891891891891892,0.21621621621621623,0.10714285714285714,0.696969696969697,0.5112359550561798,D
Aston Villa,Southampton,M Halsey,15717.0,1.0,1.0526315789473684,1.0,1.0,3.0,-13.0,1.0,3.0,1.0,0.0,-5.101608968946437,135.0,119.0,3.0,7.0,39.0,55.0,21.0,32.0,188.6000000000004,261.29999999999984,297.0,464.0,519.0,742.0,4.0,5.0,4.0,6.0,23.0,27.0,3.0,2.0,30.0,44.0,95.0,94.0,144.0,127.0,116.0,116.0,265.0,207.0,104.0,104.0,34.0,9.0,0.5722543352601156,0.17391304347826086,0.17391304347826086,0.1,0.6597222222222222,0.4377358490566038,0.6253369272237197,0.18518518518518517,0.2222222222222222,0.045454545454545456,0.7401574803149606,0.5603864734299517,A
Fulham,Wigan,M Clattenburg,15717.0,3.0,1.1578947368421053,1.0,1.0,3.0,-5.0,1.0,0.0,4.0,-4.0,0.19554803939838195,113.0,156.0,7.0,7.0,55.0,51.0,29.0,26.0,264.8,261.80000000000007,433.0,354.0,645.0,519.0,3.0,4.0,3.0,4.0,23.0,23.0,3.0,4.0,40.0,44.0,86.0,91.0,125.0,139.0,68.0,67.0,149.0,128.0,99.0,92.0,17.0,23.0,0.6713178294573643,0.13043478260869565,0.13043478260869565,0.075,0.688,0.4563758389261745,0.6820809248554913,0.17391304347826086,0.17391304347826086,0.09090909090909091,0.6546762589928058,0.5234375,D
Everton,Swansea,P Dowd,15717.0,7.0,1.2592592592592593,3.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,8.593077252213476,127.0,126.0,4.0,2.0,60.0,61.0,34.0,36.0,258.4,272.50000000000017,526.0,385.0,774.0,568.0,5.0,4.0,10.0,14.0,40.0,33.0,4.0,2.0,46.0,38.0,90.0,81.0,119.0,102.0,89.0,109.0,183.0,218.0,80.0,80.0,24.0,31.0,0.6795865633074936,0.125,0.25,0.08695652173913043,0.7563025210084033,0.48633879781420764,0.6778169014084507,0.12121212121212122,0.42424242424242425,0.05263157894736842,0.7941176470588235,0.5,D
Reading,West Brom,K Friend,15717.0,-18.0,0.41935483870967744,1.0,1.0,3.0,-5.0,2.0,1.0,2.0,-1.0,-10.84378489749735,154.0,134.0,7.0,7.0,26.0,73.0,14.0,43.0,153.39999999999995,241.7999999999999,203.0,389.0,404.0,594.0,4.0,3.0,2.0,9.0,18.0,37.0,2.0,3.0,19.0,56.0,84.0,85.0,119.0,115.0,94.0,92.0,189.0,179.0,80.0,48.0,30.0,16.0,0.5024752475247525,0.2222222222222222,0.1111111111111111,0.10526315789473684,0.7058823529411765,0.4973544973544973,0.6548821548821548,0.08108108108108109,0.24324324324324326,0.05357142857142857,0.7391304347826086,0.5139664804469274,H
Stoke,Chelsea,A Marriner,15717.0,-10.0,0.7435897435897436,1.0,3.0,1.0,-1.0,4.0,0.0,1.0,11.0,-4.177552426333833,149.0,111.0,7.0,2.0,39.0,93.0,27.0,55.0,216.40000000000006,290.69999999999993,332.0,637.0,592.0,877.0,6.0,11.0,6.0,10.0,30.0,45.0,5.0,8.0,31.0,70.0,101.0,83.0,131.0,108.0,104.0,97.0,182.0,178.0,68.0,58.0,27.0,12.0,0.5608108108108109,0.2,0.2,0.16129032258064516,0.7709923664122137,0.5714285714285714,0.7263397947548461,0.24444444444444444,0.2222222222222222,0.11428571428571428,0.7685185185185185,0.5449438202247191,A
Sunderland,West Ham,N Swarbrick,15717.0,-5.0,0.8148148148148148,2.0,0.0,3.0,-4.0,1.0,1.0,3.0,-2.0,6.063756421142401,165.0,120.0,7.0,6.0,50.0,50.0,33.0,24.0,192.39999999999992,237.70000000000007,294.0,440.0,532.0,738.0,3.0,3.0,10.0,6.0,31.0,38.0,3.0,1.0,34.0,40.0,102.0,92.0,147.0,121.0,73.0,101.0,157.0,212.0,79.0,70.0,29.0,15.0,0.5526315789473685,0.0967741935483871,0.3225806451612903,0.08823529411764706,0.6938775510204082,0.46496815286624205,0.5962059620596206,0.07894736842105263,0.15789473684210525,0.025,0.7603305785123967,0.47641509433962265,H
QPR,Tottenham,L Probert,15717.0,-26.0,0.35,2.0,0.0,3.0,-3.0,4.0,1.0,0.0,8.0,-22.01559177526919,141.0,110.0,7.0,7.0,64.0,113.0,33.0,80.0,205.70000000000016,295.49999999999994,249.0,605.0,428.0,784.0,1.0,8.0,4.0,13.0,26.0,51.0,3.0,6.0,45.0,102.0,101.0,88.0,144.0,114.0,115.0,99.0,197.0,187.0,99.0,99.0,27.0,6.0,0.5817757009345794,0.038461538461538464,0.15384615384615385,0.06666666666666667,0.7013888888888888,0.583756345177665,0.7716836734693877,0.1568627450980392,0.2549019607843137,0.058823529411764705,0.7719298245614035,0.5294117647058824,D
Man United,Liverpool,H Webb,15718.0,21.0,1.65625,4.0,1.0,0.0,9.0,3.0,0.0,2.0,6.0,28.41440025616562,120.0,102.0,7.0,6.0,81.0,103.0,55.0,62.0,287.10000000000014,322.8000000000002,599.0,705.0,787.0,931.0,11.0,12.0,16.0,14.0,66.0,71.0,8.0,9.0,65.0,88.0,77.0,100.0,104.0,118.0,92.0,70.0,176.0,110.0,66.0,63.0,21.0,11.0,0.761118170266836,0.16666666666666666,0.24242424242424243,0.12307692307692308,0.7403846153846154,0.5227272727272727,0.757250268528464,0.16901408450704225,0.19718309859154928,0.10227272727272728,0.847457627118644,0.6363636363636364,H
Arsenal,Man City,M Dean,15718.0,-8.0,0.813953488372093,4.0,1.0,0.0,10.0,4.0,0.0,1.0,6.0,0.332195847999067,101.0,109.0,7.0,8.0,73.0,82.0,48.0,50.0,275.8,301.8000000000001,572.0,883.0,791.0,1078.0,14.0,10.0,10.0,15.0,52.0,65.0,11.0,7.0,58.0,82.0,107.0,80.0,154.0,96.0,64.0,91.0,127.0,178.0,68.0,56.0,12.0,12.0,0.7231352718078382,0.2692307692307692,0.19230769230769232,0.1896551724137931,0.6948051948051948,0.5039370078740157,0.8191094619666048,0.15384615384615385,0.23076923076923078,0.08536585365853659,0.8333333333333334,0.5112359550561798,A
Chelsea,Southampton,M Oliver,15721.0,17.0,1.7727272727272727,4.0,0.0,1.0,13.0,1.0,3.0,1.0,0.0,10.569872336126203,120.0,123.0,4.0,4.0,93.0,48.0,59.0,27.0,292.6,245.19999999999987,643.0,453.0,897.0,735.0,9.0,5.0,13.0,6.0,46.0,28.0,8.0,1.0,69.0,43.0,71.0,87.0,92.0,127.0,92.0,129.0,173.0,230.0,56.0,108.0,11.0,14.0,0.7168338907469343,0.1956521739130435,0.2826086956521739,0.11594202898550725,0.7717391304347826,0.5317919075144508,0.6163265306122448,0.17857142857142858,0.21428571428571427,0.023255813953488372,0.6850393700787402,0.5608695652173913,D
Wigan,Sunderland,A Taylor,15724.0,-7.0,0.7083333333333334,1.0,1.0,3.0,-3.0,3.0,0.0,2.0,1.0,-14.900404519355465,151.0,148.0,3.0,3.0,54.0,55.0,26.0,37.0,260.80000000000007,201.89999999999992,382.0,296.0,561.0,530.0,4.0,4.0,5.0,10.0,22.0,34.0,4.0,2.0,43.0,33.0,95.0,103.0,148.0,145.0,75.0,82.0,134.0,169.0,77.0,65.0,24.0,30.0,0.6809269162210339,0.18181818181818182,0.22727272727272727,0.09302325581395349,0.6418918918918919,0.5597014925373134,0.5584905660377358,0.11764705882352941,0.29411764705882354,0.06060606060606061,0.7103448275862069,0.48520710059171596,A
West Ham,QPR,H Webb,15724.0,10.0,1.7142857142857142,1.0,1.0,3.0,-4.0,1.0,1.0,3.0,-4.0,-7.777655510558731,117.0,156.0,2.0,3.0,50.0,49.0,22.0,25.0,251.10000000000008,198.90000000000012,421.0,230.0,737.0,399.0,2.0,1.0,7.0,2.0,41.0,18.0,1.0,2.0,40.0,37.0,83.0,115.0,116.0,165.0,111.0,107.0,217.0,179.0,69.0,99.0,17.0,29.0,0.5712347354138398,0.04878048780487805,0.17073170731707318,0.025,0.7155172413793104,0.511520737327189,0.5764411027568922,0.05555555555555555,0.1111111111111111,0.05405405405405406,0.696969696969697,0.5977653631284916,D
West Brom,Aston Villa,L Probert,15724.0,10.0,1.5,2.0,0.0,3.0,-2.0,0.0,1.0,4.0,-16.0,9.021818096265065,120.0,127.0,3.0,7.0,65.0,46.0,39.0,25.0,228.89999999999992,211.7000000000004,366.0,345.0,593.0,593.0,4.0,2.0,9.0,6.0,37.0,26.0,5.0,1.0,53.0,32.0,95.0,90.0,126.0,141.0,98.0,113.0,198.0,251.0,45.0,111.0,16.0,26.0,0.6172006745362564,0.10810810810810811,0.24324324324324326,0.09433962264150944,0.753968253968254,0.494949494949495,0.581787521079258,0.07692307692307693,0.23076923076923078,0.03125,0.6382978723404256,0.450199203187251,D
Swansea,Stoke,M Dean,15724.0,-3.0,0.8928571428571429,1.0,4.0,0.0,1.0,1.0,2.0,2.0,-5.0,3.1300231014344817,129.0,157.0,2.0,3.0,61.0,36.0,38.0,24.0,267.1000000000002,211.10000000000005,420.0,331.0,602.0,589.0,4.0,5.0,15.0,7.0,33.0,31.0,2.0,4.0,40.0,29.0,79.0,101.0,101.0,140.0,123.0,103.0,252.0,186.0,79.0,68.0,24.0,28.0,0.6976744186046512,0.12121212121212122,0.45454545454545453,0.05,0.7821782178217822,0.4880952380952381,0.5619694397283531,0.16129032258064516,0.22580645161290322,0.13793103448275862,0.7214285714285714,0.553763440860215,H
Man City,Fulham,J Moss,15724.0,22.0,1.9565217391304348,4.0,0.0,1.0,6.0,1.0,2.0,2.0,-4.0,22.75692011801965,122.0,120.0,5.0,3.0,82.0,63.0,49.0,31.0,315.5000000000001,258.9,926.0,476.0,1149.0,678.0,9.0,3.0,14.0,3.0,63.0,25.0,5.0,3.0,79.0,44.0,69.0,90.0,84.0,129.0,82.0,68.0,147.0,152.0,59.0,109.0,12.0,16.0,0.8059181897302001,0.14285714285714285,0.2222222222222222,0.06329113924050633,0.8214285714285714,0.5578231292517006,0.7020648967551623,0.12,0.12,0.06818181818181818,0.6976744186046512,0.4473684210526316,H
Newcastle,Reading,A Marriner,15724.0,3.0,1.1875,1.0,1.0,3.0,-5.0,2.0,1.0,2.0,-1.0,-12.702207750737161,148.0,156.0,7.0,7.0,67.0,26.0,42.0,16.0,249.50000000000009,178.09999999999994,321.0,243.0,558.0,474.0,6.0,5.0,6.0,4.0,32.0,20.0,5.0,2.0,46.0,18.0,89.0,81.0,131.0,105.0,105.0,98.0,217.0,203.0,59.0,79.0,12.0,25.0,0.5752688172043011,0.1875,0.1875,0.10869565217391304,0.6793893129770993,0.4838709677419355,0.5126582278481012,0.25,0.2,0.1111111111111111,0.7714285714285715,0.4827586206896552,A
Liverpool,Norwich,M Oliver,15724.0,5.0,1.1923076923076923,3.0,0.0,2.0,7.0,0.0,1.0,4.0,-4.0,16.213640702701134,135.0,146.0,6.0,7.0,89.0,52.0,50.0,22.0,304.7000000000002,237.50000000000009,590.0,406.0,805.0,669.0,12.0,3.0,10.0,4.0,63.0,26.0,9.0,2.0,81.0,31.0,120.0,89.0,142.0,129.0,76.0,91.0,126.0,159.0,71.0,78.0,16.0,25.0,0.7329192546583851,0.19047619047619047,0.15873015873015872,0.1111111111111111,0.8450704225352113,0.6031746031746031,0.6068759342301944,0.11538461538461539,0.15384615384615385,0.06451612903225806,0.689922480620155,0.5723270440251572,H
Chelsea,Arsenal,M Atkinson,15725.0,3.0,1.088235294117647,3.0,1.0,1.0,5.0,3.0,1.0,1.0,6.0,-3.4057101033781194,120.0,112.0,3.0,3.0,88.0,66.0,51.0,45.0,294.49999999999994,256.8,607.0,539.0,874.0,761.0,5.0,12.0,9.0,11.0,43.0,44.0,3.0,11.0,61.0,53.0,70.0,96.0,92.0,143.0,99.0,67.0,176.0,134.0,57.0,87.0,9.0,15.0,0.6945080091533181,0.11627906976744186,0.20930232558139536,0.04918032786885246,0.7608695652173914,0.5625,0.7082785808147175,0.2727272727272727,0.25,0.20754716981132076,0.6713286713286714,0.5,H
Tottenham,Man United,C Foy,15725.0,-13.0,0.7547169811320755,3.0,2.0,0.0,7.0,4.0,1.0,0.0,8.0,-13.925923526602368,96.0,131.0,8.0,3.0,105.0,81.0,72.0,59.0,307.49999999999994,271.60000000000014,612.0,576.0,809.0,763.0,7.0,10.0,14.0,15.0,43.0,61.0,6.0,7.0,90.0,62.0,95.0,87.0,128.0,116.0,96.0,83.0,187.0,158.0,88.0,75.0,7.0,20.0,0.7564894932014833,0.16279069767441862,0.32558139534883723,0.06666666666666667,0.7421875,0.5133689839572193,0.7549148099606815,0.16393442622950818,0.2459016393442623,0.11290322580645161,0.75,0.5253164556962026,D
Southampton,Everton,N Swarbrick,15726.0,-9.0,0.71875,1.0,4.0,0.0,1.0,3.0,1.0,1.0,2.0,-3.5709668340248513,142.0,126.0,4.0,9.0,42.0,67.0,23.0,37.0,229.09999999999988,262.4,433.0,592.0,701.0,854.0,7.0,5.0,6.0,12.0,29.0,45.0,2.0,4.0,37.0,55.0,98.0,76.0,136.0,111.0,134.0,83.0,254.0,164.0,103.0,87.0,18.0,22.0,0.6176890156918687,0.2413793103448276,0.20689655172413793,0.05405405405405406,0.7205882352941176,0.5275590551181102,0.6932084309133489,0.1111111111111111,0.26666666666666666,0.07272727272727272,0.6846846846846847,0.5060975609756098,D
Arsenal,West Ham,A Marriner,15728.0,8.0,1.32,2.0,1.0,2.0,2.0,1.0,1.0,3.0,-4.0,16.274337672694756,135.0,100.0,3.0,4.0,53.0,62.0,36.0,33.0,239.4,276.00000000000006,477.0,504.0,696.0,826.0,8.0,3.0,9.0,14.0,31.0,54.0,7.0,1.0,39.0,45.0,104.0,78.0,150.0,114.0,73.0,87.0,146.0,177.0,97.0,70.0,14.0,15.0,0.6853448275862069,0.25806451612903225,0.2903225806451613,0.1794871794871795,0.6933333333333334,0.5,0.6101694915254238,0.05555555555555555,0.25925925925925924,0.022222222222222223,0.6842105263157895,0.4915254237288136,H
Aston Villa,Newcastle,M Dean,15734.0,2.0,1.1111111111111112,0.0,2.0,3.0,-8.0,0.0,1.0,4.0,-7.0,3.9009151108609217,123.0,150.0,3.0,10.0,50.0,64.0,28.0,44.0,210.90000000000032,246.50000000000009,344.0,310.0,580.0,549.0,3.0,5.0,8.0,9.0,34.0,31.0,3.0,4.0,37.0,47.0,87.0,92.0,144.0,137.0,112.0,111.0,269.0,230.0,114.0,64.0,29.0,12.0,0.593103448275862,0.08823529411764706,0.23529411764705882,0.08108108108108109,0.6041666666666666,0.4163568773234201,0.5646630236794171,0.16129032258064516,0.2903225806451613,0.0851063829787234,0.6715328467153284,0.4826086956521739,A
QPR,Man City,P Dowd,15734.0,-30.0,0.3333333333333333,1.0,2.0,2.0,-3.0,4.0,0.0,1.0,7.0,-19.351186117720438,159.0,132.0,3.0,3.0,53.0,85.0,27.0,50.0,187.90000000000012,287.60000000000014,212.0,788.0,384.0,997.0,1.0,10.0,2.0,14.0,20.0,59.0,3.0,5.0,43.0,78.0,125.0,88.0,170.0,111.0,114.0,78.0,196.0,148.0,103.0,63.0,25.0,12.0,0.5520833333333334,0.05,0.1,0.06976744186046512,0.7352941176470589,0.5816326530612245,0.7903711133400201,0.1694915254237288,0.23728813559322035,0.0641025641025641,0.7927927927927928,0.527027027027027,D
Sunderland,Swansea,A Marriner,15734.0,-1.0,0.9629629629629629,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,-2.1767939659318998,145.0,111.0,10.0,5.0,55.0,59.0,36.0,34.0,189.09999999999994,282.9000000000002,285.0,453.0,494.0,645.0,6.0,5.0,10.0,10.0,37.0,34.0,2.0,4.0,32.0,41.0,105.0,77.0,144.0,98.0,76.0,126.0,157.0,255.0,68.0,84.0,30.0,17.0,0.5769230769230769,0.16216216216216217,0.2702702702702703,0.0625,0.7291666666666666,0.4840764331210191,0.7023255813953488,0.14705882352941177,0.29411764705882354,0.0975609756097561,0.7857142857142857,0.49411764705882355,D
Stoke,Wigan,M Jones,15734.0,11.0,1.6875,1.0,1.0,3.0,-7.0,1.0,1.0,3.0,-3.0,7.1635979815658,149.0,144.0,3.0,3.0,39.0,61.0,24.0,32.0,218.20000000000005,280.80000000000007,348.0,454.0,601.0,653.0,6.0,5.0,6.0,6.0,35.0,27.0,5.0,5.0,34.0,48.0,88.0,82.0,129.0,131.0,86.0,74.0,156.0,127.0,59.0,72.0,24.0,19.0,0.5790349417637272,0.17142857142857143,0.17142857142857143,0.14705882352941177,0.6821705426356589,0.5512820512820513,0.6952526799387443,0.18518518518518517,0.2222222222222222,0.10416666666666667,0.6259541984732825,0.5826771653543307,D
Everton,West Brom,M Oliver,15735.0,5.0,1.1785714285714286,2.0,2.0,1.0,1.0,1.0,1.0,3.0,-3.0,19.368239506881153,122.0,111.0,4.0,10.0,62.0,78.0,36.0,40.0,246.7,236.69999999999993,554.0,428.0,827.0,656.0,3.0,3.0,15.0,7.0,44.0,42.0,3.0,6.0,52.0,69.0,82.0,97.0,119.0,133.0,82.0,98.0,158.0,194.0,93.0,46.0,30.0,18.0,0.6698911729141476,0.06818181818181818,0.3409090909090909,0.057692307692307696,0.6890756302521008,0.5189873417721519,0.6524390243902439,0.07142857142857142,0.16666666666666666,0.08695652173913043,0.7293233082706767,0.5051546391752577,H
