home,away,Referee,time,HRestTime,ARestTime,HAccS,AAccS,HAccST,AAccST,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,y
Reading,Swansea,M Jones,15700.0,4.0,3.0,41.0,64.0,20.0,38.0,-15.0,0.4444444444444444,0.0,0.0,5.0,-9.0,2.0,1.0,2.0,2.0,-26.438500976827182,D
Stoke,Liverpool,H Webb,15700.0,4.0,3.0,36.0,102.0,19.0,57.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,7.571629240324896,H
Sunderland,Man City,K Friend,15700.0,4.0,4.0,69.0,73.0,43.0,43.0,-20.0,0.5238095238095238,2.0,0.0,3.0,-1.0,3.0,1.0,1.0,4.0,-23.13102891089162,H
Man United,Newcastle,M Dean,15700.0,3.0,4.0,75.0,78.0,43.0,43.0,23.0,2.0,4.0,1.0,0.0,5.0,2.0,0.0,3.0,0.0,33.69791004190317,H
Norwich,Man City,M Jones,15703.0,3.0,3.0,51.0,77.0,31.0,49.0,-14.0,0.6585365853658537,3.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,-5.640877125097617,A
Aston Villa,Wigan,K Friend,15703.0,2.0,3.0,36.0,58.0,19.0,30.0,3.0,1.1764705882352942,1.0,2.0,2.0,-10.0,0.0,1.0,4.0,-6.0,13.297028156326064,A
Fulham,Swansea,A Marriner,15703.0,3.0,3.0,47.0,61.0,20.0,34.0,-4.0,0.8518518518518519,1.0,1.0,3.0,-7.0,1.0,2.0,2.0,0.0,-10.662725652613446,A
Man United,West Brom,J Moss,15703.0,3.0,3.0,68.0,64.0,40.0,37.0,13.0,1.3714285714285714,4.0,1.0,0.0,5.0,2.0,1.0,2.0,-1.0,23.083499315862568,H
Stoke,Southampton,M Clattenburg,15703.0,2.0,3.0,32.0,54.0,20.0,25.0,11.0,1.5789473684210527,2.0,3.0,0.0,3.0,1.0,2.0,2.0,-1.0,21.19823387901191,D
Reading,West Ham,M Oliver,15703.0,3.0,7.0,34.0,50.0,15.0,29.0,-14.0,0.46153846153846156,0.0,1.0,4.0,-8.0,1.0,1.0,3.0,-1.0,-16.059721864032795,H
Sunderland,Tottenham,L Mason,15703.0,3.0,2.0,65.0,83.0,43.0,58.0,-11.0,0.6857142857142857,3.0,0.0,2.0,1.0,3.0,1.0,1.0,7.0,-7.768032751258264,A
Arsenal,Newcastle,C Foy,15703.0,7.0,3.0,73.0,87.0,49.0,48.0,11.0,1.5,3.0,1.0,1.0,4.0,2.0,0.0,3.0,0.0,17.0039863749102,H
QPR,Liverpool,A Taylor,15704.0,4.0,3.0,67.0,100.0,37.0,54.0,-15.0,0.4444444444444444,1.0,2.0,2.0,-1.0,3.0,0.0,2.0,2.0,-10.155976487280839,A
Everton,Chelsea,H Webb,15704.0,4.0,4.0,66.0,88.0,38.0,56.0,-3.0,0.9210526315789473,3.0,2.0,0.0,3.0,3.0,1.0,1.0,9.0,3.7385748589128127,A
Swansea,Aston Villa,M Halsey,15706.0,3.0,3.0,59.0,40.0,33.0,20.0,10.0,1.5263157894736843,1.0,2.0,2.0,-1.0,1.0,1.0,3.0,-13.0,10.443705428733892,D
Southampton,Arsenal,L Probert,15706.0,3.0,2.0,54.0,77.0,30.0,52.0,-16.0,0.5428571428571428,1.0,2.0,2.0,-1.0,4.0,0.0,1.0,8.0,-21.753550502620783,D
Wigan,Man United,A Marriner,15706.0,3.0,3.0,58.0,75.0,32.0,49.0,-31.0,0.38,1.0,1.0,3.0,0.0,4.0,1.0,0.0,6.0,-41.059872760570926,A
Tottenham,Reading,H Webb,15706.0,3.0,3.0,91.0,31.0,66.0,15.0,23.0,2.642857142857143,3.0,1.0,1.0,5.0,1.0,1.0,3.0,-6.0,23.255748121187786,H
West Ham,Norwich,M Clattenburg,15706.0,3.0,3.0,52.0,57.0,29.0,34.0,-1.0,0.9615384615384616,1.0,1.0,3.0,-1.0,2.0,0.0,3.0,-1.0,-7.1038902898541,H
West Brom,Fulham,M Dean,15706.0,3.0,3.0,63.0,61.0,35.0,31.0,12.0,1.5454545454545454,2.0,1.0,2.0,-2.0,1.0,1.0,3.0,-5.0,18.864881349365916,A
Man City,Stoke,M Oliver,15706.0,3.0,3.0,81.0,36.0,52.0,24.0,13.0,1.4333333333333333,3.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,2.5411315150403695,H
Newcastle,Everton,M Atkinson,15707.0,3.0,3.0,81.0,70.0,48.0,39.0,-13.0,0.6176470588235294,1.0,0.0,4.0,-7.0,3.0,1.0,1.0,2.0,-24.936521706734215,A
Chelsea,QPR,L Mason,15707.0,3.0,2.0,86.0,64.0,53.0,32.0,29.0,3.6363636363636362,4.0,0.0,1.0,10.0,1.0,1.0,3.0,-4.0,30.703460239450948,A
Liverpool,Sunderland,P Dowd,15707.0,2.0,4.0,92.0,60.0,54.0,39.0,6.0,1.2608695652173914,3.0,0.0,2.0,4.0,3.0,0.0,2.0,2.0,-1.194168638379157,H
Fulham,Wigan,M Clattenburg,15717.0,7.0,7.0,55.0,51.0,29.0,26.0,3.0,1.1578947368421053,1.0,1.0,3.0,-5.0,1.0,0.0,4.0,-4.0,0.1955480393983855,D
Aston Villa,Southampton,M Halsey,15717.0,3.0,7.0,39.0,55.0,21.0,32.0,1.0,1.0526315789473684,1.0,1.0,3.0,-13.0,1.0,3.0,1.0,0.0,-5.101608968946437,A
Everton,Swansea,P Dowd,15717.0,4.0,2.0,60.0,61.0,34.0,36.0,7.0,1.2592592592592593,3.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,8.593077252213476,D
QPR,Tottenham,L Probert,15717.0,7.0,7.0,64.0,113.0,33.0,80.0,-26.0,0.35,2.0,0.0,3.0,-3.0,4.0,1.0,0.0,8.0,-22.01559177526919,D
Reading,West Brom,K Friend,15717.0,7.0,7.0,26.0,73.0,14.0,43.0,-18.0,0.41935483870967744,1.0,1.0,3.0,-5.0,2.0,1.0,2.0,-1.0,-10.84378489749735,H
Stoke,Chelsea,A Marriner,15717.0,7.0,2.0,39.0,93.0,27.0,55.0,-10.0,0.7435897435897436,1.0,3.0,1.0,-1.0,4.0,0.0,1.0,11.0,-4.177552426333833,A
Sunderland,West Ham,N Swarbrick,15717.0,7.0,6.0,50.0,50.0,33.0,24.0,-5.0,0.8148148148148148,2.0,0.0,3.0,-4.0,1.0,1.0,3.0,-2.0,6.063756421142401,H
Norwich,Newcastle,A Taylor,15717.0,7.0,7.0,56.0,75.0,29.0,46.0,8.0,1.4444444444444444,1.0,0.0,4.0,-3.0,1.0,0.0,4.0,-7.0,5.076610801621847,D
Arsenal,Man City,M Dean,15718.0,7.0,8.0,73.0,82.0,48.0,50.0,-8.0,0.813953488372093,4.0,1.0,0.0,10.0,4.0,0.0,1.0,6.0,0.332195847999067,A
Man United,Liverpool,H Webb,15718.0,7.0,6.0,81.0,103.0,55.0,62.0,21.0,1.65625,4.0,1.0,0.0,9.0,3.0,0.0,2.0,6.0,28.41440025616562,H
Chelsea,Southampton,M Oliver,15721.0,4.0,4.0,93.0,48.0,59.0,27.0,17.0,1.7727272727272727,4.0,0.0,1.0,13.0,1.0,3.0,1.0,0.0,10.569872336126203,D
Man City,Fulham,J Moss,15724.0,5.0,3.0,82.0,63.0,49.0,31.0,22.0,1.9565217391304348,4.0,0.0,1.0,6.0,1.0,2.0,2.0,-4.0,22.75692011801965,H
West Brom,Aston Villa,L Probert,15724.0,3.0,7.0,65.0,46.0,39.0,25.0,10.0,1.5,2.0,0.0,3.0,-2.0,0.0,1.0,4.0,-16.0,9.021818096265065,D
Newcastle,Reading,A Marriner,15724.0,7.0,7.0,67.0,26.0,42.0,16.0,3.0,1.1875,1.0,1.0,3.0,-5.0,2.0,1.0,2.0,-1.0,-12.70220775073716,A
Swansea,Stoke,M Dean,15724.0,2.0,3.0,61.0,36.0,38.0,24.0,-3.0,0.8928571428571429,1.0,4.0,0.0,1.0,1.0,2.0,2.0,-5.0,3.1300231014344817,H
Wigan,Sunderland,A Taylor,15724.0,3.0,3.0,54.0,55.0,26.0,37.0,-7.0,0.7083333333333334,1.0,1.0,3.0,-3.0,3.0,0.0,2.0,1.0,-14.900404519355465,A
West Ham,QPR,H Webb,15724.0,2.0,3.0,50.0,49.0,22.0,25.0,10.0,1.7142857142857142,1.0,1.0,3.0,-4.0,1.0,1.0,3.0,-4.0,-7.777655510558731,D
Liverpool,Norwich,M Oliver,15724.0,6.0,7.0,89.0,52.0,50.0,22.0,5.0,1.1923076923076923,3.0,0.0,2.0,7.0,0.0,1.0,4.0,-4.0,16.213640702701134,H
Chelsea,Arsenal,M Atkinson,15725.0,3.0,3.0,88.0,66.0,51.0,45.0,3.0,1.088235294117647,3.0,1.0,1.0,5.0,3.0,1.0,1.0,6.0,-3.4057101033781194,H
Tottenham,Man United,C Foy,15725.0,8.0,3.0,105.0,81.0,72.0,59.0,-13.0,0.7547169811320755,3.0,2.0,0.0,7.0,4.0,1.0,0.0,8.0,-13.925923526602368,D
Southampton,Everton,N Swarbrick,15726.0,4.0,9.0,42.0,67.0,23.0,37.0,-9.0,0.71875,1.0,4.0,0.0,1.0,3.0,1.0,1.0,2.0,-3.5709668340248513,D
Arsenal,West Ham,A Marriner,15728.0,3.0,4.0,53.0,62.0,36.0,33.0,8.0,1.32,2.0,1.0,2.0,2.0,1.0,1.0,3.0,-4.0,16.274337672694756,H
QPR,Man City,P Dowd,15734.0,3.0,3.0,53.0,85.0,27.0,50.0,-30.0,0.3333333333333333,1.0,2.0,2.0,-3.0,4.0,0.0,1.0,7.0,-19.351186117720438,D
Stoke,Wigan,M Jones,15734.0,3.0,3.0,39.0,61.0,24.0,32.0,11.0,1.6875,1.0,1.0,3.0,-7.0,1.0,1.0,3.0,-3.0,7.1635979815658,D
Aston Villa,Newcastle,M Dean,15734.0,3.0,10.0,50.0,64.0,28.0,44.0,2.0,1.1111111111111112,0.0,2.0,3.0,-8.0,0.0,1.0,4.0,-7.0,3.9009151108609217,A
Sunderland,Swansea,A Marriner,15734.0,10.0,5.0,55.0,59.0,36.0,34.0,-1.0,0.9629629629629629,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,-2.1767939659318998,D
Everton,West Brom,M Oliver,15735.0,4.0,10.0,62.0,78.0,36.0,40.0,5.0,1.1785714285714286,2.0,2.0,1.0,1.0,1.0,1.0,3.0,-3.0,19.368239506881146,H
Fulham,West Ham,C Foy,15735.0,3.0,6.0,59.0,63.0,25.0,33.0,1.0,1.0454545454545454,1.0,2.0,2.0,-2.0,1.0,1.0,3.0,-7.0,11.988410188844966,H
Man United,Southampton,L Mason,15735.0,3.0,8.0,68.0,49.0,47.0,31.0,27.0,2.125,4.0,1.0,0.0,8.0,1.0,4.0,0.0,1.0,24.650558746874637,H
Norwich,Tottenham,N Swarbrick,15735.0,4.0,3.0,47.0,107.0,21.0,76.0,-15.0,0.625,0.0,1.0,4.0,-8.0,3.0,2.0,0.0,7.0,-31.029133330750156,D
Reading,Chelsea,M Halsey,15735.0,4.0,3.0,26.0,81.0,17.0,48.0,-18.0,0.5135135135135135,3.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,2.925515481436534,D
Arsenal,Liverpool,K Friend,15735.0,4.0,2.0,66.0,84.0,45.0,48.0,-1.0,0.9705882352941176,2.0,1.0,2.0,5.0,3.0,0.0,2.0,8.0,-2.800484761990628,D
West Ham,Swansea,L Probert,15738.0,2.0,3.0,60.0,67.0,34.0,38.0,-7.0,0.75,1.0,1.0,3.0,-8.0,2.0,3.0,0.0,3.0,-20.9137275301743,H
Fulham,Man United,K Friend,15738.0,2.0,2.0,62.0,63.0,29.0,44.0,-28.0,0.45098039215686275,2.0,1.0,2.0,0.0,4.0,1.0,0.0,8.0,-31.02462611322899,A
Wigan,Southampton,A Marriner,15738.0,3.0,2.0,62.0,62.0,32.0,34.0,-7.0,0.7083333333333334,1.0,2.0,2.0,-2.0,1.0,3.0,1.0,0.0,-10.642460413123022,D
Everton,Aston Villa,M Jones,15738.0,2.0,3.0,56.0,56.0,31.0,31.0,18.0,2.0588235294117645,2.0,2.0,1.0,1.0,0.0,2.0,3.0,-5.0,28.142429519654755,D
Newcastle,Chelsea,H Webb,15738.0,3.0,2.0,58.0,80.0,40.0,43.0,-17.0,0.5405405405405406,1.0,1.0,3.0,-5.0,2.0,2.0,1.0,4.0,-14.793714554743964,H
QPR,Norwich,J Moss,15738.0,3.0,2.0,40.0,47.0,22.0,21.0,-10.0,0.6,1.0,3.0,1.0,-2.0,0.0,2.0,3.0,-7.0,12.466617243234076,D
Arsenal,Stoke,C Foy,15738.0,2.0,3.0,64.0,41.0,39.0,22.0,4.0,1.1481481481481481,1.0,2.0,2.0,1.0,0.0,2.0,3.0,-9.0,9.105136784671657,H
Reading,Sunderland,L Mason,15738.0,2.0,3.0,28.0,47.0,17.0,32.0,-6.0,0.7692307692307693,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,9.619752921454378,H
Man City,Liverpool,A Taylor,15739.0,4.0,3.0,81.0,82.0,45.0,47.0,11.0,1.3235294117647058,4.0,1.0,0.0,8.0,3.0,1.0,1.0,10.0,13.989119952698339,D
West Brom,Tottenham,M Clattenburg,15739.0,3.0,3.0,73.0,99.0,38.0,67.0,-10.0,0.7368421052631579,0.0,1.0,4.0,-5.0,2.0,3.0,0.0,3.0,-31.348775661275656,A
Sunderland,Arsenal,A Taylor,15745.0,7.0,7.0,48.0,73.0,32.0,44.0,-10.0,0.696969696969697,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,-10.151346931511586,A
Tottenham,Newcastle,P Dowd,15745.0,6.0,7.0,102.0,67.0,66.0,45.0,18.0,1.9,2.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,18.73332484961741,H
Swansea,QPR,N Swarbrick,15745.0,7.0,7.0,68.0,41.0,36.0,22.0,12.0,1.75,1.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,-5.909791511170823,H
Southampton,Man City,M Atkinson,15745.0,7.0,5.0,68.0,77.0,35.0,41.0,-23.0,0.4888888888888889,1.0,3.0,1.0,0.0,3.0,2.0,0.0,7.0,-24.53861095830601,H
Norwich,Fulham,H Webb,15745.0,7.0,6.0,48.0,55.0,22.0,24.0,6.0,1.3,0.0,3.0,2.0,-6.0,2.0,1.0,2.0,0.0,-2.227112047537755,D
Stoke,Reading,M Oliver,15745.0,7.0,7.0,37.0,34.0,16.0,20.0,5.0,1.2272727272727273,0.0,1.0,4.0,-10.0,3.0,1.0,1.0,1.0,-20.13268255956069,H
Chelsea,Wigan,M Dean,15745.0,7.0,7.0,69.0,58.0,38.0,29.0,16.0,1.8888888888888888,2.0,2.0,1.0,4.0,0.0,3.0,2.0,-5.0,15.522982622417608,H
Aston Villa,West Ham,M Clattenburg,15746.0,8.0,8.0,53.0,64.0,31.0,35.0,-5.0,0.782608695652174,0.0,3.0,2.0,-2.0,1.0,1.0,3.0,-8.0,-2.1653114126865702,H
Man United,Everton,M Halsey,15746.0,7.0,8.0,59.0,66.0,38.0,38.0,18.0,1.5454545454545454,4.0,1.0,0.0,7.0,2.0,3.0,0.0,2.0,18.07376596350376,H
Liverpool,West Brom,J Moss,15747.0,7.0,8.0,87.0,64.0,48.0,32.0,10.0,1.4,2.0,2.0,1.0,7.0,0.0,1.0,4.0,-4.0,31.257760254214638,A
Liverpool,Swansea,H Webb,15753.0,2.0,8.0,83.0,58.0,46.0,35.0,1.0,1.032258064516129,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,-3.4975820119080225,H
Norwich,Everton,L Mason,15759.0,14.0,6.0,54.0,68.0,27.0,40.0,-3.0,0.9,0.0,4.0,1.0,-5.0,1.0,3.0,1.0,-1.0,-4.4574505783590155,H
Fulham,Stoke,L Probert,15759.0,14.0,14.0,52.0,46.0,24.0,23.0,-6.0,0.7777777777777778,1.0,2.0,2.0,-1.0,1.0,1.0,3.0,-6.0,1.31356249076239,H
Arsenal,Aston Villa,M Atkinson,15759.0,3.0,13.0,82.0,52.0,49.0,27.0,16.0,1.8,3.0,1.0,1.0,5.0,1.0,2.0,2.0,-1.0,20.34915707041943,H
Reading,Wigan,P Dowd,15759.0,4.0,6.0,32.0,64.0,20.0,36.0,3.0,1.1666666666666667,3.0,1.0,1.0,2.0,0.0,3.0,2.0,-4.0,16.575345981847526,A
West Brom,Sunderland,R East,15759.0,11.0,14.0,51.0,54.0,25.0,34.0,4.0,1.173913043478261,1.0,1.0,3.0,-1.0,2.0,1.0,2.0,2.0,-3.8975309777941334,H
QPR,Man United,A Taylor,15759.0,14.0,4.0,47.0,55.0,25.0,35.0,-38.0,0.2962962962962963,0.0,4.0,1.0,-3.0,4.0,1.0,0.0,5.0,-37.748110564980706,A
Newcastle,Southampton,C Foy,15760.0,2.0,14.0,62.0,70.0,41.0,38.0,-6.0,0.76,2.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,-9.41063347501125,H
Man City,Chelsea,A Marriner,15760.0,7.0,2.0,67.0,83.0,36.0,46.0,8.0,1.2352941176470589,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,7.055110922484388,H
West Ham,Tottenham,H Webb,15761.0,15.0,3.0,68.0,88.0,38.0,55.0,-18.0,0.5263157894736842,1.0,1.0,3.0,-6.0,2.0,3.0,0.0,2.0,-28.481766174329096,A
Stoke,West Ham,J Moss,15766.0,7.0,4.0,42.0,54.0,20.0,31.0,6.0,1.3,1.0,1.0,3.0,-3.0,1.0,0.0,4.0,-7.0,5.7615641459606906,A
Man United,Norwich,N Swarbrick,15766.0,7.0,7.0,53.0,52.0,33.0,33.0,24.0,1.8,4.0,1.0,0.0,6.0,1.0,3.0,1.0,-4.0,26.563053152656096,H
Southampton,QPR,H Webb,15766.0,6.0,7.0,74.0,55.0,42.0,29.0,8.0,1.5,1.0,2.0,2.0,-1.0,0.0,3.0,2.0,-5.0,7.099090412810298,A
Chelsea,West Brom,K Friend,15766.0,2.0,7.0,68.0,57.0,37.0,26.0,4.0,1.1481481481481481,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,-1.786307225161714,H
Sunderland,Fulham,M Halsey,15766.0,7.0,7.0,46.0,58.0,26.0,28.0,-1.0,0.9565217391304348,1.0,1.0,3.0,-2.0,2.0,1.0,2.0,0.0,-11.523436672733354,D
Swansea,Newcastle,C Pawson,15766.0,5.0,6.0,58.0,64.0,36.0,42.0,8.0,1.3636363636363635,2.0,1.0,2.0,-1.0,3.0,0.0,2.0,2.0,-0.5582557087162456,H
Wigan,Liverpool,M Atkinson,15766.0,7.0,8.0,63.0,104.0,38.0,59.0,-14.0,0.5882352941176471,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,8.0,-14.630467267552184,A
Everton,Reading,A Taylor,15766.0,3.0,7.0,63.0,32.0,37.0,14.0,8.0,1.380952380952381,1.0,2.0,2.0,-2.0,2.0,1.0,2.0,-2.0,3.0099850506390737,H
Tottenham,Arsenal,M Clattenburg,15767.0,5.0,8.0,97.0,94.0,63.0,55.0,2.0,1.0555555555555556,3.0,2.0,0.0,3.0,4.0,1.0,0.0,7.0,-0.3550882337809327,H
Aston Villa,Man City,M Dean,15768.0,9.0,8.0,41.0,66.0,20.0,38.0,-22.0,0.47619047619047616,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,2.0,-18.52227315168492,A
Norwich,Southampton,M Clattenburg,15773.0,7.0,7.0,48.0,77.0,31.0,40.0,3.0,1.125,1.0,3.0,1.0,-3.0,1.0,1.0,3.0,-2.0,10.65033359313545,D
QPR,Sunderland,M Jones,15773.0,7.0,7.0,51.0,48.0,26.0,27.0,-4.0,0.8181818181818182,1.0,2.0,2.0,-4.0,0.0,2.0,3.0,-3.0,9.026040626040633,H
Reading,Aston Villa,J Moss,15773.0,7.0,4.0,38.0,40.0,18.0,18.0,0.0,1.0,1.0,1.0,3.0,-5.0,1.0,1.0,3.0,-2.0,-1.7330752506689286,A
West Brom,Swansea,L Mason,15773.0,7.0,7.0,40.0,56.0,21.0,37.0,-3.0,0.9,2.0,0.0,3.0,0.0,2.0,1.0,2.0,-2.0,-1.5843272087435913,H
Liverpool,Tottenham,M Oliver,15774.0,7.0,2.0,95.0,85.0,56.0,50.0,-7.0,0.8292682926829268,2.0,2.0,1.0,7.0,4.0,1.0,0.0,4.0,-13.0704527863777,H
Newcastle,Stoke,A Marriner,15774.0,2.0,8.0,63.0,45.0,39.0,20.0,-5.0,0.8076923076923077,3.0,0.0,2.0,2.0,1.0,1.0,3.0,-2.0,11.38476343187719,H
Everton,Man City,L Probert,15780.0,7.0,6.0,71.0,66.0,42.0,39.0,-11.0,0.7380952380952381,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,-9.880595289317405,H
Swansea,Arsenal,J Moss,15780.0,7.0,2.0,47.0,81.0,33.0,44.0,-6.0,0.8333333333333334,2.0,0.0,3.0,-3.0,3.0,1.0,1.0,2.0,-16.883974369574965,A
Southampton,Liverpool,P Dowd,15780.0,7.0,5.0,71.0,95.0,37.0,55.0,-11.0,0.6944444444444444,1.0,2.0,2.0,-1.0,3.0,1.0,1.0,8.0,-16.889803804296836,H
Aston Villa,QPR,K Friend,15780.0,7.0,7.0,48.0,61.0,21.0,31.0,1.0,1.0476190476190477,2.0,1.0,2.0,0.0,2.0,1.0,2.0,-2.0,-0.43323996265172937,H
Man United,Reading,L Mason,15780.0,5.0,7.0,60.0,43.0,39.0,20.0,35.0,2.8421052631578947,5.0,0.0,0.0,10.0,1.0,0.0,4.0,-6.0,49.47829614604463,H
Stoke,West Brom,M Dean,15780.0,6.0,7.0,43.0,45.0,20.0,23.0,-5.0,0.8333333333333334,1.0,0.0,4.0,-3.0,3.0,0.0,2.0,2.0,-21.905346700083538,D
Chelsea,West Ham,M Oliver,15781.0,2.0,15.0,80.0,57.0,48.0,33.0,11.0,1.55,2.0,1.0,2.0,1.0,2.0,0.0,3.0,-2.0,8.117926524011871,H
Sunderland,Norwich,C Foy,15781.0,8.0,8.0,51.0,43.0,28.0,29.0,-5.0,0.8148148148148148,0.0,1.0,4.0,-5.0,1.0,3.0,1.0,-3.0,-20.0924630924631,D
Tottenham,Fulham,M Jones,15781.0,2.0,15.0,88.0,62.0,52.0,32.0,17.0,1.8095238095238095,4.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,13.96259061977193,A
Wigan,Newcastle,M Halsey,15781.0,8.0,2.0,58.0,67.0,38.0,38.0,-1.0,0.9523809523809523,1.0,2.0,2.0,-4.0,3.0,0.0,2.0,2.0,-7.186383237505533,H
Arsenal,Reading,C Foy,15794.0,14.0,13.0,82.0,39.0,49.0,16.0,18.0,2.0,4.0,0.0,1.0,4.0,0.0,0.0,5.0,-8.0,36.20078751332776,H
West Ham,West Brom,A Marriner,15794.0,12.0,14.0,64.0,50.0,38.0,25.0,-8.0,0.7142857142857143,2.0,0.0,3.0,-2.0,3.0,1.0,1.0,3.0,-15.757083569137892,H
Wigan,Norwich,H Webb,15794.0,12.0,13.0,60.0,36.0,42.0,23.0,-5.0,0.8,2.0,1.0,2.0,-3.0,1.0,3.0,1.0,-3.0,-4.430777610189381,H
Man City,Newcastle,N Swarbrick,15794.0,14.0,12.0,68.0,57.0,43.0,29.0,19.0,1.95,2.0,1.0,2.0,-1.0,2.0,0.0,3.0,0.0,12.679111880385221,H
Southampton,Chelsea,J Moss,15794.0,14.0,12.0,73.0,90.0,42.0,57.0,-6.0,0.8235294117647058,2.0,1.0,2.0,1.0,3.0,0.0,2.0,3.0,-1.024055747009399,H
Everton,Stoke,M Jones,15794.0,14.0,14.0,71.0,50.0,43.0,23.0,7.0,1.2692307692307692,2.0,1.0,2.0,1.0,1.0,1.0,3.0,-2.0,16.27511853091255,H
Sunderland,Man United,K Friend,15794.0,13.0,13.0,57.0,66.0,30.0,40.0,-31.0,0.42592592592592593,0.0,2.0,3.0,-4.0,5.0,0.0,0.0,10.0,-43.94563279857398,A
Swansea,Tottenham,A Taylor,15794.0,14.0,13.0,45.0,79.0,28.0,45.0,-9.0,0.7631578947368421,2.0,0.0,3.0,-4.0,3.0,0.0,2.0,1.0,-10.779079131652658,A
Aston Villa,Liverpool,L Mason,15795.0,15.0,15.0,50.0,82.0,23.0,49.0,-13.0,0.6285714285714286,3.0,0.0,2.0,1.0,3.0,0.0,2.0,6.0,-6.166871339444874,A
Fulham,QPR,L Probert,15796.0,15.0,16.0,55.0,64.0,28.0,35.0,3.0,1.15,2.0,2.0,1.0,1.0,2.0,0.0,3.0,-3.0,10.489439148518436,H
Reading,Southampton,M Jones,15801.0,7.0,7.0,38.0,73.0,14.0,43.0,-15.0,0.5,0.0,0.0,5.0,-10.0,2.0,1.0,2.0,0.0,-26.86845807046352,A
Stoke,Aston Villa,M Clattenburg,15801.0,6.0,6.0,47.0,53.0,18.0,28.0,1.0,1.0454545454545454,0.0,1.0,4.0,-4.0,2.0,0.0,3.0,-1.0,-12.517748917748913,A
West Brom,Arsenal,H Webb,15801.0,7.0,7.0,63.0,90.0,33.0,54.0,-14.0,0.6410256410256411,2.0,1.0,2.0,-1.0,4.0,0.0,1.0,6.0,-19.006151498002094,A
Norwich,Swansea,M Oliver,15801.0,7.0,7.0,30.0,43.0,20.0,19.0,-4.0,0.8571428571428571,1.0,2.0,2.0,-4.0,1.0,0.0,4.0,-8.0,4.449427387914234,D
Tottenham,Everton,A Marriner,15802.0,2.0,7.0,72.0,64.0,43.0,39.0,6.0,1.1714285714285715,3.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,0.3382513465440127,D
QPR,Wigan,P Dowd,15802.0,5.0,8.0,69.0,68.0,38.0,45.0,0.0,1.0,2.0,0.0,3.0,-1.0,3.0,0.0,2.0,-2.0,-5.24161306156191,D
Newcastle,Fulham,K Friend,15802.0,2.0,5.0,53.0,49.0,23.0,25.0,-5.0,0.8,2.0,0.0,3.0,-3.0,3.0,2.0,0.0,3.0,-18.377739080141826,H
Liverpool,West Ham,A Taylor,15802.0,7.0,8.0,75.0,60.0,47.0,37.0,15.0,1.6818181818181819,4.0,0.0,1.0,9.0,2.0,0.0,3.0,-1.0,20.102081799612883,D
Chelsea,Sunderland,N Swarbrick,15802.0,2.0,8.0,85.0,54.0,55.0,27.0,13.0,1.65,3.0,0.0,2.0,3.0,0.0,2.0,3.0,-4.0,18.292466546735994,H
Man United,Man City,M Dean,15803.0,7.0,9.0,63.0,78.0,38.0,49.0,13.0,1.3170731707317074,5.0,0.0,0.0,10.0,3.0,0.0,2.0,3.0,24.63534072926862,A
Everton,QPR,L Mason,15808.0,6.0,6.0,64.0,63.0,36.0,35.0,12.0,1.5714285714285714,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,14.74432687301092,H
Aston Villa,Fulham,P Dowd,15808.0,7.0,6.0,59.0,47.0,33.0,23.0,1.0,1.0416666666666667,3.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,-2.4152173913043526,D
Reading,Liverpool,M Clattenburg,15808.0,7.0,6.0,39.0,61.0,16.0,41.0,-20.0,0.42857142857142855,0.0,0.0,5.0,-9.0,3.0,1.0,1.0,4.0,-32.770631170144355,D
Southampton,West Ham,M Dean,15808.0,7.0,6.0,74.0,57.0,40.0,34.0,10.0,1.5,3.0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,9.820470200427756,D
Arsenal,Norwich,M Jones,15808.0,7.0,7.0,83.0,32.0,51.0,20.0,19.0,1.8636363636363635,4.0,0.0,1.0,6.0,0.0,3.0,2.0,-5.0,26.293934622881984,H
Newcastle,Sunderland,H Webb,15809.0,2.0,7.0,62.0,51.0,28.0,24.0,3.0,1.15,2.0,0.0,3.0,-4.0,0.0,2.0,3.0,-4.0,8.065723165723178,A
